global _id,id,frame,frame_elements,definition,link,lus
980,169,Medium,Item Text Frequency Time,"Words in this frame describe a relationship in which an Item is expressed through a Text. The act of murder is rampant in the Bible.  In his State of the Union Address, President Bush committed our nation to achieving three great goals of our time.  Linnaeus in his writings often quotes his great predecessor.",,
981,170,Meet_specifications,Agent Entity Event Standard Degree Manner Means Time,"An Agent or Entity becomes sufficient enough to meet a Standard. Alternatively, an action or occurrence can be thought of as Event that fulfills a Standard. In this frame, the Agent, Entity, or Event can be conceptualized as being on a scale where a change of value or circumstances brings it in line with the position of the Standard on the scale. This paper does not meet the requirements for graduation. Will Ben fulfill his obligation to Margaret ? ",,
1 685,171,Medical_instruments,Instrument Purpose,This frame includes words for medical instruments--i.e. Instruments designed for an institutional function or Purpose.  Use thestethoscope to check his lungs.,,respirator.n
975,172,Medical_interaction_scenario,Affliction Medic Patient Body_system Medical_centre,,,"vård.n, hälsovård.n, sjukvård.n, vårdöppen vård:13.n, öppenvård.n"
977,173,Medical_professionals,Professional Affliction Age Body_system Compensation Contract_basis Employer Ethnicity Origin Place_of_employment Rank Type,This frame includes words that name medical professionals and is closely related to the Medical_specialties frame. The FE Type characterizing a Professional's sub-specialty may also be expressed.  Ralph is a paediatrician. Paediatric oncologists treat children with leukemia.,,"sjuksköterska.n, veterinär.n, läkare.n, distriktsläkare.n, psykolog.n, sköterska.n"
1 001,174,Motion_directional,Area Direction Goal Path Source Theme Carrier Circumstances Degree Depictive Distance Duration Explanation Manner Means Path_shape Place Point_of_contact Purpose Result Speed Time,"In this frame a Theme moves in a certain Direction which is often determined by gravity or other natural, physical forces. The Theme is not necessarily a self-mover.   The paper fell to the floor.   The girl dropped 13 stories to her death.",,"fall.n, sjunka.v, falla.v, falli alla fall:9.n, störta.v, falli så fall:1.n, välta.v, rasa.v, trilla.v, vältavälta ner.v, rasarasa samman.v, sjunkasjunka ner.v"
1 005,175,Motion_noise,Area Goal Source Theme Path Cause Degree Distance Duration Manner Means Place Speed Time Depictive Result,"This frame pertains to noise verbs used to characterize motion. Motion_noise verbs take largely the same Source, Path and Goal expressions as other types of Motion verbs.  The reception doors banged open. Guillemots and razor bills whirred rapidly out to sea. The limousine purred forwards into the traffic. Loose guns rumbled all over the ship's deck . The train clanged along for over a thousand miles.",,"vin.n, svepa.v"
1 006,176,Motion_scenario,Area Cotheme Distance Duration Goal Mode_of_transportation Path Source Speed Theme Time,"This frame binds together the various parts of movement, from setting out, to traveling, to arriving.",,
996,177,Misdeed,Misdeed Wrongdoer Frequency Injured_party Judge Manner Means Place Purpose Severity Time,"A Wrongdoer engages in a Misdeed.  You have sinned for the last time, Stephen!",,
1 139,178,Prank,Joker Prank Victim Descriptor,"A Joker, by means of a Prank, arranges to deceive a Victim, with the result that some harm or embarrassment comes to the Victim. They always play pranks on me.",,"practical joke.n, practical joke:16.n"
998,179,Morality_evaluation,Behavior Evaluee Expressor Degree Judge,In this frame an Evaluee is described by a (usually implicit) Judge with respect to the morality or rightness of his or her Behavior.,,"ädel.a, god.a, fel.n, godkort och gott:3.adv, bragod.a, bragod.adv, etisk.a, moralisk.a, brabästgodsom bäst:3.a, ond.adv, brabästgod.a, ondont.a, godgott.a, pålitlig.a, ond.a, godså gott som:3.adv, just.adv, tarvlig.a, brabästgodefter bästa förmåga:19.a, god.adv"
999,180,Motion,Area Direction Distance Goal Path Source Theme Carrier Containing_event Degree Depictive Duration Frequency Iteration Manner Path_shape Place Purpose Result Speed Time,"Some entity (Theme) starts out in one place (Source) and ends up in some other place (Goal), having covered some space between the two (Path). Alternatively, the Area or Directionin which the Theme moves or the Distance of the movement may be mentioned.  That kite you see just to the right of his head was moving around pretty fast but the camera seemed to catch it ok.  There are several accounts of the stench drifting to shore from the ships in the middle of the river  Dust particles floating about made him sneeze uncontrollably.  The grill, unsecured, rolled a few feet across the yard.  The swarm went away to the end of the hall.  The frames that inherit the general Motion frame add some elaboration to this simple idea. Inheriting frames can add Goal-profiling (arrive, reach), Source-profiling (leave, depart), or Path-profiling (traverse, cross), or aspects of the manner of motion (run, jog) or assumptions about the shape-properties, etc., of any of the places involved (insert, extract). A particularly complex area in the vocabulary of Motion is the depiction of the relation of Vehicles to the Theme. In some cases, no separate Theme is expressed:  The plane flew over the city.   In this case, the sentence is annotated in Self_motion. When the Vehicle is profiled as being operated by a Driver, the sentence is annotated in the Operate_vehicles frame:  Don't try to fly an F-16 without training!  This is very similar to the Bringing frame which covers cases where the Vehicle is necessarily involved, but the movement of the Theme (something carried by the Vehicle) is profiled:  It's scary flying hundreds of people over thousands of miles of ocean every day.  Some of the same vocabulary is also used to describe the situation where Passengers Ride_vehicle or Operate_vehicle (each of these a perspective on Use_vehicles):  I flew to Chicago on the red-eye. I flew my plane across the Canadian border   Finally, there are cases where, despite the use of similar vocabulary, there is no self-propelled Vehicle involved at all:  The ball flew over the fence.  This last type is annotated in the simple Motion frame.",,"blåsablåsa upp.v, gå.v, spela.v, flytta.v, gågå ut.v, gående.n, cirkulera.v, driva.v, flyttaflytta bort.v, glida.v, gågå hem.v, sladd.n, gågå bort.v, kana.v, gågå in.v, gågå ner.v, gågå uppgå upp i rök.v, spelaspela roll.v, sladda.v, gågå igenom.v, gågå ned.v, gågå upp.v, blåsa.v, flyttaflytta upp.v"
991,181,Mental_stimulus_stimulus_focus,Experiencer Stimulus Circumstances Degree Empathy_target Frequency Manner Parameter Reason Time,A Stimulus serves to bring about an emotion of mental stimulation in an Experiencer.  You will not easily find a more absorbing box-set of piano discs.  New classes of free radical are particularly interesting to chemists.,,intressant.a
992,182,Mention,Communicator Medium Message Specified_content Addressee Circumstances Containing_event Depictive Duration Frequency Iteration Manner Means Particular_iteration Time,"A Communicator or Medium briefly references something in a Message, in which only a subpart of the full content is profiled.   The General Secretary mentions some of them in his report.  The Queen 's Speech also mentions the importance of making sure that Iraq complies with United Nations resolutions.   When Barack Obama's name was mentioned, boos filled the room. CNI",,nämna.v
