FrameId,FrameName,SpanishLexicalUnits,PortugueseLexicalUnits,FrenchLexicalUnits,EnglishLexicalUnits,FrameElements,Definition,LinkToBFN,Link,MatchEvaluation,FrameRelation
892,Agriculture,,cultivo.n,,"cultivate.v
farm.v
farming.n","Agriculturist
Food
Ground","In this frame an Agriculturist cultivates Food. The location or Ground where the Food is cultivated by the Agriculturist is often expressed.


Peasants were encouraged to cultivate basic food crops such as beans and corn.

Shrimp farming seems to be a recipe for disaster

Some fields were probably cultivated only in the dry season CNI",Agriculture,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/892,ExactMatch,
843,Aiming,,"dirigido.a
mira.n",,"aim.n
aim.v
direct.v
target.n
target.v","Activity
Agent
Instrument
Targeted
Target_location","An Agent adjusts an Instrument to enable it to interact directly with a difficult-to-access Target_location. Usually, there is a Targeted entity at the Target_location which is mentioned in its place.

If you aim your weapons somewhere else , I 'll be more likely to talk .
The sortie targeted primarily resupply points , but these included several civilian areas . INI
A good marksman still should take aim for a moment before each shot . INI INI",Aiming,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/843,ExactMatch,
899,Alignment_image_schema,,,,,"Alignment_match
Alignment_mismatch
Ground",An Alignment_match region has the same orientation as the relatively linear Ground. The Alignment_mismatch region is oriented perpendicularly to the Ground.,Alignment_image_schema,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/899,ExactMatch,
1474,Allergens,,,,,fe_Alérgenos_Alérgeno,,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1474,NoMatch,
704,Alliance,,,,"alliance.n
coalition.n","Alliance
Members
Member_1
Member_2","After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2.

They formed a loose [coalition|Alliance].",Alliance,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/704,ExactMatch,
867,Alternatives,o.ccon,"alternativa.n
chance.n
dever.v
escolha.n
futuro.n
maneira.n
opção.n
ou.ccon
poder.v
possibilidade.n
possível.a
possível.n
uso.n","avenir.n
choses.n
futur.n","alternative.n
chance.n
choice.n
future.n
option.n
or.ccon
possibility.n
use.n
way.n","Agent
Salient_entity
Situation","There exist a number of different possible Situations that may happen in the future. (In some cases, the Situation is concurrent or past, and only the knowledge of which has happened is in the future.) In most cases, there is an Agent involved who has to consider which of the possible Situations will or should occur. A Salient_entity which is deeply involved in the Situation may also be mentioned.

You have but two [choices|Target] for your daughter .

While all the members of this frame denote possible situations, in principle, this frame could be split into a number of subtypes on the following basis:
1. Future.n, and most uses of alternative.n and possibility.n all evoke nothing more than a simple possible situation (not necessarily an Situation) with no Agent; the remaining frames would inherit from this.
2. Use.n evokes different possible things that can be done with a Salient_entity (i.e., Purposes) and thus uses the Using frame; in this frame, the target denotes the Purpose that can be achieved.
3. way.n evokes different events that can lead to an Outcome (not necessarily a Purpose); this frame should use the Means frame. In this frame, the target denotes the possible Means actions.
4. option.n, choice.n, and many instances of alternative.n and possibility.n, evoke possible Situations that an implicit or explicit Agent can bring about at will. A Purpose that would be served by bringing these Situations about may be mentioned. A Salient_entity related to the Purpose may occur in place of the Purpose.",Alternatives,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/867,ExactMatch,
1208,Alternativity,,"em vez de.ccon
ou.ccon",plutôt que.adv,,"Contrasting_alternative
Profiled_alternative","In this frame, there is a Profiled_alternative that the speaker wishes to primarily focus on and which is mutually exclusive with a Contrasting_alternative. It is not possible for both to be true in the same context with the same participants, although the described situation may be true of the same entities at different times, or true of different entities at the same time. Frames inheriting from this one, e.g. Negation, may indicate which of the alternatives is imagined to be the case, but in other frames related to this one, e.g. Conditional_scenario and Alternatives, both alternatives are presented as possible, and which one is true remains an open question.",Alternativity,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1208,ExactMatch,
458,Amalgamation,,"abarcar.v
adicionar.v
combinado.a
combinar.v
entrelaçar.v
misto.n
mistura.n
misturadamente.adv
misturado.a
misturar.v
unificado.a",combinaison.n,"amalgamate.v
band together.v
blend.v
coalesce.v
combination.n
combine.v
come together.v
commingle.v
consolidate.v
fuse.v
infusion.n
intermix.v
join.v
jumble.v
meld.v
merge.v
merger.n
mix.v
unify.v
unite.v","Parts
Part_1
Part_2
Whole","These words refer to Parts merging to form a Whole. (The Parts may also be encoded as Part_1 and Part_2.) There is a symmetrical relationship between the components that undergo the process, and afterwards the Parts are consumed and are no longer distinct entities that are easily discernable or separable in the Whole.

The two droplets merge, and then travel down the windowpane even faster.",Amalgamation,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/458,ExactMatch,
657,Amassing,,,,"accumulate.v
accumulation.n
amass.v
hoard.v
stockpile.v","Mass_theme
Recipient","A Recipient (who may or may not be agentive) ends up in possession of a Mass_theme (which may be conceptualized as a single mass entity, or may be a group of individual entities). Some lexical units (e.g. stockpile) specifically indicate an intentional Recipient.

This frame differs from Gathering_up in that this frame refers specifically to the acquisition and (according to expectation) long-term possession of entities, rather than (as in the Gathering_up frame) simply talking about causing a group of entities to be located in the same place. In sum, Gathering_up concerns (co-)locations, but Amassing concerns possession.

Bogs accumulate carbon for thousands of years.",Amassing,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/657,ExactMatch,
518,Ambient_temperature,,"abafado.a
congelante.a
fresco.a
frio.a
frio.n
morno.a
quente.a
temperatura.n ",,"chilly.a
cold.a
cold.n
cool.a
freezing.a
hot.a
hot.a
scorcher.n
temperature.n
warm.a","Attribute
Degree
Place
Temperature
Time
Weather","The Temperature in a certain environment, determined by Time and Place, is specified.

It's too|deg hot to do anything|deg today|tim.

Nome|pl is pretty|deg cold this time of year|tim

Last Tuesday|tim was a real|deg scorcher.

Tomorrow|tim is gonna be chilly.
I ca n't go out into the cold . DNI DNI",Ambient_temperature,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/518,ExactMatch,
696,Ammunition,,,,"ammo.n
ammunition.n
bullet.n
munitions.n
ordnance.n
round.n
shell.n",Ammunition,"A piece of Ammunition is a disposable artifact to be fired as a projectile in a weapon with the purpose of causing harm or damage.

The octagenarian inventor's vest repels armor-piercing [bullets|amm|Target].

It is armed with a automatic loaded 105 mm gun firing anti-tank [rounds|amm|Target]

Depleted uranium [munitions|amm|Target] are primarily used by the US and the UK.",Ammunition,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/696,ExactMatch,
434,Amounting_to,,"completar.v
no total.adv
totalizar.v",,"amount.v
in amount.idio
number.v
tally.n
total.a
total.n
total.v","Attribute
Numbers
Value","The absolute Value of a quantifiable Attribute of an item is determined by adding up the values for the Attribute of the individuals or parts that make up the item. The item is not expressed as a separate constituent but it is presupposed by the concept of Attribute. Alternatively, the Numbers form an implicit set whose sum is the Value associated with the set. In some cases what is reported is just the cardinality of the individuals that make up the item so that in effect the Value is a count. In other cases the identity of the Attribute can only be inferred from the Value.

There is no cognizer on the scene in this frame. Instead, the frame focuses on the relationship between the Attribute or Numbers and the Value, which is stable and unchanging regardless of who performs the calculation.

Defence is provided in West Germany by armed forces whose number totals close to half a million men and women .
Revenues totalled 568.86m pounds
The WHO estimated that the cumulative total of AIDS cases was more than 1,500,000.",Amounting_to,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/434,ExactMatch,
1184,Animals,"abeja.n
animal.n
buey.n
buitre.n
caballo.n
campanero.n
cangrejo.n
carnero.n
cebra.n
cerdo.n
chimpancé.n
cordero.n
cría.n
elefante.n
escarabajo.n
fauna.n
gallina.n
gallo.n
gato.n
insecto.n
jirafa.n
lechón.n
león.n
lobo.n
mantarraya.n
mantis.n
mariposa.n
mariquita.n
mascota.n
mono.n
mosquito.n
oveja.n
pájaro.n
perro.n
pez.n
pollo.n
pulpo.n
raposa.n
serpiente.n
tigre.n
vaca.n
zorro.n","abelha.n
ácaro.n
animal.n
aranha.n
araponga.n
baleia.n
barata.n
beija-flor.n
besouro.n
bicho.n
boi.n
borboleta.n
búfalo.n
cachorro.n
cadela.n
cão.n
carneiro.n
carrapato.n
cavalo.n
cavaquinha.n
chimpanzé.n
cordeiro.n
elefante.n
escorpião.n
fauna.n
filhote.n
formiga.n
frango.n
galinha.n
galo.n
gato.n
girafa.n
grilo.n
inseto.n
jabuti.n
jacaré.n
joaninha.n
leão.n
leitão.n
lobo.n
louva-a-deus.n
macaco.n
marimbondo.n
moreia.n
mosca.n
mosquito.n
mula.n
ovelha.n
papagaio.n
pássaro.n
peixe.n
peixinho.n
pet.n
polvo.n
pombo.n
porco.n
raia.n
raposa.n
rato.n
rena.n
serpente.n
siri.n
tigre.n
tubarão.n
urubu.n
vaca.n
vaga-lume.n
vira-lata.n
zebra.n","cafard.n
chat.n
fourmi.n
insecte.n
moustique.n","alpaca.n
animal.n
ant.n
antelope.n
armadillo.n
bear.n
bee.n
beetle.n
bellbird.n
bird.n
buffalo.n
bug.n
bull.n
butterfly.n
canary.n
cat.n
caterpillar.n
centipede.n
cheetah.n
chicken.n
chimpanzee.n
cock.n
cockroach.n
cow.n
crab.n
crocodile.n
deer.n
dinosaur.n
dog.n
dolphin.n
dragonfly.n
duck.n
elephant.n
falcon.n
fauna.n
fish.n
fox.n
frog.n
giraffe.n
goat.n
goldfish.n
hamster.n
hedgehog.n
hen.n
hippopotamus.n
horse.n
insect.n
invertebrate.n
jaguar.n
kangaroo.n
koala.n
ladybird.n
ladybug.n
lamb.n
leopard.n
lion.n
lizard.n
lynx.n
magpie.n
mammal.n
monkey.n
mosquito.n
mule.n
octopus.n
offspring.n
ostrich.n
otter.n
owl.n
ox.n
panda.n
parrot.n
penguin.n
pet.n
pig.n
pigeon.n
piglet.n
porcupine.n
praying mantis.n
rabbit.n
raccoon.n
ram.n
raven.n
ray.n
rhinoceros.n
rooster.n
scorpion.n
seahorse.n
serpent.n
sheep.n
skunk.n
snail.n
snake.n
sparrow.n
spider.n
squid.n
squirrel.n
starfish.n
swan.n
tick.n
tiger.n
tortoise.n
turtle.n
vulture.n
whale.n
wolf.n
woodpecker.n
worm.n
zebra.n",Animal,"The LUs in this frame refer to biological entities other than human beings and plants, which are labeled by the FE Animal.



My husband and I adopted a really sweet|Char dog last year.

The cows that live on the farm down the road are always mooing loudly.",Animals,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1184,ExactMatch,
917,Annoyance,,irritado.a,,"annoyed.a
frustrated.a
irritated.a
sick and tired.a
tired (of).a","Experiencer
Expressor
State
Stimulus
Topic","An Experiencer, Expressor, or State has a feeling of annoyance as evoked by a Stimulus or concerning a Topic.

Peck was annoyed at the interruption.

Maggie noted his rather irritated expression.",Annoyance,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/917,ExactMatch,
412,Appeal,,,,"appeal.n
appeal.v
appellant.n
appellate.a","Convict
Decision
Representative",In the Appeal stage of the criminal process the Convict or his or her Representative applies to a higher Court to reverse the Decision of the lower court on certain Grounds. The defense plans to appeal the court's decision on the grounds that the judge violated Code 81.b . John Michaels will appeal his conviction .,Appeal,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/412,ExactMatch,
1016,Appellations,,,,"aunt.n
bishop.n
brother.n
captain.n
chairman.n
chairperson.n
chief.n
child.n
commander.n
commissioner.n
congressman.n
congresswoman.n
cousin.n
director.n
doctor.n
dr.n
duchess.n
emperor.n
empress.n
executive.n
father.n
general.n
governor.n
headmaster.n
imam.n
kaiser.n
king.n
leader.n
legislator.n
maharaja.n
mayor.n
minister.n
miss.n
mogul.n
monarch.n
mother.n
mr.n
mrs.n
ms.n
officer.n
official.n
premier.n
president.n
prince.n
principal.n
queen.n
representative.n
secretary.n
shah.n
sheik.n
sister.n
sultan.n
superintendent.n
supervisor.n
tsar.n
uncle.n","Name
Title","This frame is only for words that are used as the Titles of individuals. The Title is applied to a Name (surname or full name) and often designates their rank within a man-made institution (e.g. chief, king, bishop, brother) or general social status (mr., miss), or may indicate a kinship relationship (cousin, aunt). Pairings of Title and Name can be used as vocatives (see Attention_getting), while the Titles may not always be vocative on their own.

He saluted [General|Title] Fightmeister walking into the room.
Everyone stood as [Captain|Title] Jack Aubrey delivered a toast.
Supreme Court Chief [Justice|Target] John Roberts is sticking to his guns .
[Captain|Target] Mike Eruzione of the USA Miracle on Ice hockey team in 1980|Con turns 58 today.

Most LUs of this frame are related to LUs of the Leadership or Kinship frames, but some (e.g. Lady, Mr., Brother) occur only here. These LUs differ from normal examples of LUs in Leadership or Kinship in that the LUs are used simply as vocatives or as modifiers of names, to indicate how the individual fits into the general or specific social context.",Appellations,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1016,ExactMatch,
